file,path,format,bytes,used_by_classnames,share_count,recorded_source,tool_stated_in_file,units_and_axes,meshes,materials,material_names,textures,images,uv_declared,paint_readiness,hardpoint_named_nodes_STATED_IN_FILE,markers_cig_PROJECT,markers_inherited_PROJECT,markers_name_derived_PROJECT,animations,skins,lod_named,collision_named,node_transforms,raw_accessor_extent_X_Y_Z_MEASURED,world_extent_X_Y_Z_MEASURED_node_transforms_applied,skinned
Razor_LX.glb,testing/_deploy/models/Razor_LX.glb,"glTF 2 binary, Draco yes",652568,MISC_Razor_LX,1,"sc-ships/index.json id 158, slug 6s15txuj1a2h5 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,4,0,0,0,0,0,no,7.931 x 2.384 x 11.456,7.931 x 2.384 x 11.456,no
Reclaimer.glb,testing/_deploy/models/Reclaimer.glb,"glTF 2 binary, Draco yes",3849336,AEGS_Reclaimer;AEGS_Reclaimer_Showdown;AEGS_Reclaimer_Teach,3,"sc-ships/index.json id 51, slug 6mds48inys10c (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,24,105,21,0,0,0,0,no,94.812 x 49.908 x 158.135,94.812 x 49.908 x 158.135,no
Reclaimer_Best_In_Show_Edition_2949.glb,testing/_deploy/models/Reclaimer_Best_In_Show_Edition_2949.glb,"glTF 2 binary, Draco yes",3849340,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 196, slug dq0i7gbe17jrj (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,94.812 x 49.908 x 158.135,94.812 x 49.908 x 158.135,no
Redeemer.glb,testing/_deploy/models/Redeemer.glb,"glTF 2 binary, Draco yes",3577108,AEGS_Redeemer,1,"sc-ships/index.json id 59, slug ztxvjl8tjd58k (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,32,0,0,0,0,0,no,23.481 x 13.315 x 50.691,23.481 x 13.315 x 50.691,no
Reliant_Kore.glb,testing/_deploy/models/Reliant_Kore.glb,"glTF 2 binary, Draco yes",877396,MISC_Reliant,1,"sc-ships/index.json id 90, slug r0gwwfq01f5ia (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,9,10,0,0,0,0,no,11.103 x 29.429 x 15.428,11.103 x 29.429 x 15.428,no
Reliant_Mako.glb,testing/_deploy/models/Reliant_Mako.glb,"glTF 2 binary, Draco yes",1231384,MISC_Reliant_Mako,1,"sc-ships/index.json id 105, slug scuq8h01o3511 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,6,0,0,0,0,0,no,29.434 x 5.116 x 15.416,29.434 x 5.116 x 15.416,no
Reliant_Sen.glb,testing/_deploy/models/Reliant_Sen.glb,"glTF 2 binary, Draco yes",1139928,MISC_Reliant_Sen,1,"sc-ships/index.json id 106, slug d1cynutgldmfv (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,6,0,0,0,0,0,no,29.521 x 5.179 x 15.376,29.521 x 5.179 x 15.376,no
Reliant_Tana.glb,testing/_deploy/models/Reliant_Tana.glb,"glTF 2 binary, Draco yes",1200724,MISC_Reliant_Tana,1,"sc-ships/index.json id 107, slug i7pp06sc9002d (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,24,0,0,0,0,0,no,30.559 x 5.26 x 13.683,30.559 x 5.26 x 13.683,no
Retaliator.glb,testing/_deploy/models/Retaliator.glb,"glTF 2 binary, Draco yes",1787296,AEGS_Retaliator,1,"sc-ships/index.json id 99, slug 2ofmnzrht19zp (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,4,20,0,0,0,0,0,no,42.487 x 12.261 x 69.671,42.487 x 12.261 x 69.671,no
SRV.glb,testing/_deploy/models/SRV.glb,"glTF 2 binary, Draco yes",2352440,ARGO_SRV,1,"sc-ships/index.json id 176, slug 7iu78ayyp5kyx (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,0,0,0,0,0,0,no,19.232 x 6.907 x 27.597,19.232 x 6.907 x 27.597,no
STV.glb,testing/_deploy/models/STV.glb,"glTF 2 binary, Draco yes",1470224,GRIN_STV,1,"sc-ships/index.json id 240, slug 2suyv89ngchpn (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,2.748 x 1.99 x 4.215,2.748 x 1.99 x 4.215,no
Sabre.glb,testing/_deploy/models/Sabre.glb,"glTF 2 binary, Draco yes",2291404,AEGS_Sabre,1,"sc-ships/index.json id 98, slug 524sx1s27pfsu (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,8,0,0,0,0,0,no,23.382 x 4.32 x 23.881,23.382 x 4.32 x 23.881,no
Sabre_Comet.glb,testing/_deploy/models/Sabre_Comet.glb,"glTF 2 binary, Draco yes",2291400,AEGS_Sabre_Comet,1,"sc-ships/index.json id 120, slug ryf69jortpefe (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,8,0,0,0,0,0,no,23.382 x 4.32 x 23.881,23.382 x 4.32 x 23.881,no
Sabre_Firebird.glb,testing/_deploy/models/Sabre_Firebird.glb,"glTF 2 binary, Draco yes",1109396,AEGS_Sabre_Firebird;AEGS_Sabre_Firebird_Collector_Milt,2,"sc-ships/index.json id 267, slug 77x8jeyecc93n (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,52,0,0,0,0,0,no,19.945 x 2.966 x 23.617,19.945 x 2.966 x 23.617,no
Sabre_Peregrine.glb,testing/_deploy/models/Sabre_Peregrine.glb,"glTF 2 binary, Draco yes",619664,AEGS_Sabre_Peregrine;AEGS_Sabre_Peregrine_Collector_Competition,2,"sc-ships/index.json id 276, slug 3dc0v942f5oz8 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,4,0,0,0,0,0,0,no,19.949 x 2.973 x 23.62,19.949 x 2.973 x 23.62,no
Sabre_Raven.glb,testing/_deploy/models/Sabre_Raven.glb,"glTF 2 binary, Draco yes",1529756,AEGS_Sabre_Raven,1,"sc-ships/index.json id 148, slug h171xxb3v52sr (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,2,0,0,0,0,0,no,19.609 x 6.913 x 23.577,19.609 x 6.913 x 23.577,no
Salvation.glb,testing/_deploy/models/Salvation.glb,"glTF 2 binary, Draco yes",1637320,RSI_Salvation,1,"sc-ships/index.json id 307, slug m35kd078ip7dr (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,4,2,0,0,0,0,0,no,8.349 x 3.599 x 12.938,8.349 x 3.599 x 12.938,no
San_tok.y_i.glb,testing/_deploy/models/San_tok.y_i.glb,"glTF 2 binary, Draco yes",2348588,XNAA_SanTokYai,1,"sc-ships/index.json id 174, slug h2gqwdd0fddwo (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,12,10,0,0,0,0,yes,0.23 x 0.223 x 0.212,24.0 x 23.278 x 22.092,no
Scorpius.glb,testing/_deploy/models/Scorpius.glb,"glTF 2 binary, Draco yes",3095396,RSI_Scorpius,1,"sc-ships/index.json id 221, slug p9hiv02uzraqm (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,11,28,0,0,0,0,0,no,32.633 x 12.902 x 24.43,32.633 x 12.902 x 24.43,no
Scorpius_Antares.glb,testing/_deploy/models/Scorpius_Antares.glb,"glTF 2 binary, Draco yes",3095492,RSI_Scorpius_Antares,1,"sc-ships/index.json id 243, slug 0p6zczwm631h5 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,20,0,0,0,0,0,no,32.633 x 12.902 x 24.43,32.633 x 12.902 x 24.43,no
Scythe.glb,testing/_deploy/models/Scythe.glb,"glTF 2 binary, Draco yes",1331356,VNCL_Scythe,1,"sc-ships/index.json id 26, slug zj6frva5viyih (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,8,9,0,0,0,0,no,16.988 x 8.41 x 30.752,16.988 x 8.41 x 30.752,no
Shiv.glb,testing/_deploy/models/Shiv.glb,"glTF 2 binary, Draco yes",2607620,GLSN_Shiv;GLSN_Shiv_TEMP_CosA;GLSN_Shiv_TEMP_CosB;GLSN_Shiv_TEMP_CosC,4,"sc-ships/index.json id 304, slug 6t8asv35herig (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,44,104,0,0,0,0,0,no,27.74 x 9.482 x 35.732,27.74 x 9.482 x 35.732,no
Spartan.glb,testing/_deploy/models/Spartan.glb,"glTF 2 binary, Draco yes",1040732,ANVL_Spartan,1,"sc-ships/index.json id 225, slug 3xu46913hw8xs (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,4,0,0,0,0,0,no,6.44 x 4.681 x 16.663,6.44 x 4.681 x 16.663,no
Starfarer.glb,testing/_deploy/models/Starfarer.glb,"glTF 2 binary, Draco yes",2080200,MISC_Starfarer;MISC_Starfarer_Teach,2,"sc-ships/index.json id 88, slug f27oy0hle39af (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,32,0,0,0,0,0,no,46.735 x 22.425 x 101.132,46.735 x 22.425 x 101.132,no
Starfarer_Gemini.glb,testing/_deploy/models/Starfarer_Gemini.glb,"glTF 2 binary, Draco yes",6227312,MISC_Starfarer_Gemini,1,"sc-ships/index.json id 89, slug 2kczmphep4bqr (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,16,6,0,0,0,0,no,41.642 x 28.131 x 92.27,41.642 x 28.131 x 92.27,no
Starlancer_MAX.glb,testing/_deploy/models/Starlancer_MAX.glb,"glTF 2 binary, Draco yes",2600920,MISC_Starlancer_Max;MISC_Starlancer_Max_Collector_Indust,2,"sc-ships/index.json id 278, slug dcgwby659u3vg (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,20,56,0,0,0,0,0,yes,0.524 x 0.15 x 1.013,42.96 x 12.29 x 83.0,no
Starlancer_TAC.glb,testing/_deploy/models/Starlancer_TAC.glb,"glTF 2 binary, Draco yes",2753276,MISC_Starlancer_TAC;MISC_Starlancer_TAC_Collector_Military,2,"sc-ships/index.json id 279, slug cjw30zn0k035m (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,22,108,0,0,0,0,0,yes,0.524 x 0.162 x 0.835,52.114 x 16.088 x 83.0,no
Starlite.glb,testing/_deploy/models/Starlite.glb,"glTF 2 binary, Draco yes",7846740,MISC_Starlite,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/misc-starlite,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,8,7,0,0,0,0,yes,80.206 x 50.205 x 21.81,32.0 x 8.702 x 20.031,no
Stinger.glb,testing/_deploy/models/Stinger.glb,"glTF 2 binary, Draco yes",1554016,VNCL_Stinger,1,"sc-ships/index.json id 303, slug vz6d8eg96pbph (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,23,0,0,0,0,0,no,31.336 x 9.853 x 34.623,31.336 x 9.853 x 34.623,no
Storm.glb,testing/_deploy/models/Storm.glb,"glTF 2 binary, Draco yes",1299844,TMBL_Storm,1,"sc-ships/index.json id 249, slug 2jblzkvwkkq7d (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,5,1,0,0,0,0,0,no,7.491 x 3.559 x 10.203,7.491 x 3.559 x 10.203,no
Storm_AA.glb,testing/_deploy/models/Storm_AA.glb,"glTF 2 binary, Draco yes",1092016,TMBL_Storm_AA,1,"sc-ships/index.json id 264, slug i57wzcie2eilc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,5,0,0,0,0,0,0,no,7.49 x 3.686 x 10.199,7.49 x 3.686 x 10.199,no
Syulen.glb,testing/_deploy/models/Syulen.glb,"glTF 2 binary, Draco yes",669708,GAMA_Syulen;GAMA_Syulen_Exec_Military;GAMA_Syulen_Exec_Stealth,3,"sc-ships/index.json id 265, slug 2jqc5qwomj5yx (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,27,45,0,0,0,0,0,no,22.615 x 15.8 x 19.921,22.615 x 15.8 x 19.921,no
Talon.glb,testing/_deploy/models/Talon.glb,"glTF 2 binary, Draco yes",1300200,ESPR_Talon,1,"sc-ships/index.json id 211, slug wu3226rdu5exc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,6,0,0,0,0,0,no,19.338 x 5.042 x 23.468,19.338 x 5.042 x 23.468,no
Talon_Shrike.glb,testing/_deploy/models/Talon_Shrike.glb,"glTF 2 binary, Draco yes",1239884,ESPR_Talon_Shrike,1,"sc-ships/index.json id 212, slug nlqwsn69rtmt0 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,26,0,0,0,0,0,no,19.338 x 5.042 x 23.468,19.338 x 5.042 x 23.468,no
Terrapin.glb,testing/_deploy/models/Terrapin.glb,"glTF 2 binary, Draco yes",533752,ANVL_Terrapin,1,"sc-ships/index.json id 115, slug d7a6dfpnsrfpa (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,2,0,0,0,0,0,no,15.311 x 6.948 x 19.696,15.311 x 6.948 x 19.696,no
Terrapin_Medic.glb,testing/_deploy/models/Terrapin_Medic.glb,"glTF 2 binary, Draco yes",1580584,ANVL_Terrapin_Medic;ANVL_Terrapin_Medic_Collector_Medic,2,"sc-ships/index.json id 283, slug ngmmndpafci0b (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,4,0,0,0,0,0,no,16.404 x 6.945 x 19.703,16.404 x 6.945 x 19.703,no
Tiburon.glb,testing/_deploy/models/Tiburon.glb,"glTF 2 binary, Draco yes",11254768,AEGS_Tiburon,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/aegs-tiburon,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,48,17,0,0,0,0,yes,84.528 x 47.534 x 13.993,121.0 x 20.03 x 68.045,no
Tyilui.glb,testing/_deploy/models/Tyilui.glb,"glTF 2 binary, Draco yes",18057396,GAMA_Tyilui,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/gama-tyilui,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,13,41,0,0,0,0,0,yes,58.452 x 51.382 x 67.182,60.033 x 69.0 x 52.772,no
UTV.glb,testing/_deploy/models/UTV.glb,"glTF 2 binary, Draco yes",2489312,GRIN_UTV,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/grin-utv,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,0,0,0,0,0,0,yes,56.139 x 36.878 x 31.368,4.0 x 2.235 x 2.628,no
Ursa.glb,testing/_deploy/models/Ursa.glb,"glTF 2 binary, Draco yes",665888,RSI_Ursa_Rover,1,"sc-ships/index.json id 139, slug vll9hv6lbar6y (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,4,0,0,0,0,0,no,5.497 x 3.232 x 7.612,5.497 x 3.232 x 7.612,no
Ursa_Fortuna.glb,testing/_deploy/models/Ursa_Fortuna.glb,"glTF 2 binary, Draco yes",665888,RSI_Ursa_Rover_Emerald,1,"sc-ships/index.json id 179, slug soa3xtkb2ohmt (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: model.glb in this folder was copied from sc-ships/Ursa/model.glb on 2026-07-30T18:31:55.518868 because they share the same base chassis (byte-identical to 1 sibling(s): ['Ursa']). Not ship-specific source art - if a real distinct model for Ursa Fortuna is ever sourced, replace this file and delete this note.",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,4,0,0,0,0,0,no,5.497 x 3.232 x 7.612,5.497 x 3.232 x 7.612,no
Ursa_Medivac.glb,testing/_deploy/models/Ursa_Medivac.glb,"glTF 2 binary, Draco yes",825156,RSI_Ursa_Medivac,1,"sc-ships/index.json id 273, slug ycltcmy1e9zfw (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,4,0,0,0,0,0,no,5.497 x 3.232 x 7.607,5.497 x 3.232 x 7.607,no
Valkyrie.glb,testing/_deploy/models/Valkyrie.glb,"glTF 2 binary, Draco yes",2749352,ANVL_Valkyrie;ANVL_Valkyrie_BIS2950,2,"sc-ships/index.json id 169, slug cyfkg3a9r3mtu (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,28,0,0,0,0,0,no,34.842 x 10.635 x 45.586,34.842 x 10.635 x 45.586,no
Valkyrie_Liberator_Edition.glb,testing/_deploy/models/Valkyrie_Liberator_Edition.glb,"glTF 2 binary, Draco yes",2749352,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 171, slug pwtmty1m5peo7 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,34.842 x 10.635 x 45.586,34.842 x 10.635 x 45.586,no
Vanguard_Harbinger.glb,testing/_deploy/models/Vanguard_Harbinger.glb,"glTF 2 binary, Draco yes",946352,AEGS_Vanguard_Harbinger,1,"sc-ships/index.json id 95, slug hqv90pcmhghzk (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,22,0,0,0,0,0,no,37.958 x 8.123 x 40.678,37.958 x 8.123 x 40.678,no
Vanguard_Hoplite.glb,testing/_deploy/models/Vanguard_Hoplite.glb,"glTF 2 binary, Draco yes",1075708,AEGS_Vanguard_Hoplite,1,"sc-ships/index.json id 127, slug gley20banrril (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,17,3,0,0,0,0,no,37.943 x 9.269 x 38.94,37.943 x 9.269 x 38.94,no
Vanguard_Sentinel.glb,testing/_deploy/models/Vanguard_Sentinel.glb,"glTF 2 binary, Draco yes",1106960,AEGS_Vanguard_Sentinel,1,"sc-ships/index.json id 96, slug k7ce63v75luzu (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,11,21,0,0,0,0,0,no,37.959 x 8.061 x 40.455,37.959 x 8.061 x 40.455,no
Vanguard_Warden.glb,testing/_deploy/models/Vanguard_Warden.glb,"glTF 2 binary, Draco yes",3099844,AEGS_Vanguard,1,"sc-ships/index.json id 75, slug nptz0y56gnp4g (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,21,0,0,0,0,0,no,39.056 x 8.63 x 38.402,39.056 x 8.63 x 38.402,no
Vulcan.glb,testing/_deploy/models/Vulcan.glb,"glTF 2 binary, Draco yes",4422076,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 155, slug qdo3z24rtecij (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,41.167 x 24.215 x 97.271,41.167 x 24.215 x 97.271,no
Vulture.glb,testing/_deploy/models/Vulture.glb,"glTF 2 binary, Draco yes",3101904,DRAK_Vulture;DRAK_Vulture_Teach,2,"sc-ships/index.json id 165, slug it7arzdyp0i8r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,4,0,0,0,0,0,yes,6.168 x 3.399 x 12.874,15.812 x 8.712 x 33.0,no
X1.glb,testing/_deploy/models/X1.glb,"glTF 2 binary, Draco yes",2010056,ORIG_X1,1,"sc-ships/index.json id 143, slug y5gb95fzkdfoc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,0,0,0,0,0,0,no,1.244 x 1.543 x 5.287,1.244 x 1.543 x 5.287,no
X1_Force.glb,testing/_deploy/models/X1_Force.glb,"glTF 2 binary, Draco yes",2010040,ORIG_X1_Force,1,"sc-ships/index.json id 147, slug vjn9ksc4v6awc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,0,0,0,0,0,0,no,1.244 x 1.543 x 5.287,1.244 x 1.543 x 5.287,no
X1_Velocity.glb,testing/_deploy/models/X1_Velocity.glb,"glTF 2 binary, Draco yes",1437556,ORIG_X1_Velocity,1,"sc-ships/index.json id 145, slug 33rip7jqpvj7q (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,0,0,0,0,0,0,no,1.244 x 1.543 x 5.145,1.244 x 1.543 x 5.145,no
Zeus_Mk_II_CL.glb,testing/_deploy/models/Zeus_Mk_II_CL.glb,"glTF 2 binary, Draco yes",822028,RSI_Zeus_CL;RSI_Zeus_CL_Collector_Indust,2,"sc-ships/index.json id 257, slug 0c1ro69zd50ku (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,32,0,0,0,0,0,no,34.313 x 6.997 x 45.691,34.313 x 6.997 x 45.691,no
Zeus_Mk_II_ES.glb,testing/_deploy/models/Zeus_Mk_II_ES.glb,"glTF 2 binary, Draco yes",817812,RSI_Zeus_ES;RSI_Zeus_ES_Collector_Indust,2,"sc-ships/index.json id 251, slug f117974drhf83 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,32,0,0,0,0,0,no,34.312 x 7.523 x 45.705,34.312 x 7.523 x 45.705,no
Zeus_Mk_II_MR.glb,testing/_deploy/models/Zeus_Mk_II_MR.glb,"glTF 2 binary, Draco yes",888824,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 256, slug aje6ug8qfxw50 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,34.313 x 7.523 x 45.69,34.313 x 7.523 x 45.69,no
